Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
47.74000000,-0.42406922,-0.43720117,47.56952932,47.57443916,-0.01032032,0.486133 µm.
47.74000000,-0.42406922,-0.43720117,47.56952932,47.57443916,-0.01032032,0.486133 µm.
48.36000000,-0.39566048,-0.41525466,48.18753471,48.19228902,-0.00986528,0.486133 µm.
48.36000000,-0.39566048,-0.41525466,48.18753471,48.19228902,-0.00986528,0.486133 µm.
48.98000000,-0.36508285,-0.39115469,48.80556822,48.81013888,-0.00936416,0.486133 µm.
48.98000000,-0.36508285,-0.39115469,48.80556822,48.81013888,-0.00936416,0.486133 µm.
49.60000000,-0.33230930,-0.36483683,49.42363155,49.42798873,-0.00881523,0.486133 µm.
49.60000000,-0.33230930,-0.36483683,49.42363155,49.42798873,-0.00881523,0.486133 µm.
50.22000000,-0.29731551,-0.33623601,50.04172646,50.04583859,-0.00821674,0.486133 µm.
50.22000000,-0.29731551,-0.33623601,50.04172646,50.04583859,-0.00821674,0.486133 µm.
50.84000000,-0.26008012,-0.30528650,50.65985478,50.66368845,-0.00756691,0.486133 µm.
50.84000000,-0.26008012,-0.30528650,50.65985478,50.66368845,-0.00756691,0.486133 µm.
51.46000000,-0.22058488,-0.27192188,51.27801838,51.28153831,-0.00686393,0.486133 µm.
51.46000000,-0.22058488,-0.27192188,51.27801838,51.28153831,-0.00686393,0.486133 µm.
52.08000000,-0.17881486,-0.23607506,51.89621921,51.89938817,-0.00610597,0.486133 µm.
52.08000000,-0.17881486,-0.23607506,51.89621921,51.89938817,-0.00610597,0.486133 µm.
52.70000000,-0.13475868,-0.19767822,52.51445924,52.51723803,-0.00529119,0.486133 µm.
52.70000000,-0.13475868,-0.19767822,52.51445924,52.51723803,-0.00529119,0.486133 µm.
53.32000000,-0.08840875,-0.15666283,53.13274053,53.13508789,-0.00441771,0.486133 µm.
53.32000000,-0.08840875,-0.15666283,53.13274053,53.13508789,-0.00441771,0.486133 µm.
53.94000000,-0.03976147,-0.11295959,53.75106519,53.75293775,-0.00348365,0.486133 µm.
53.94000000,-0.03976147,-0.11295959,53.75106519,53.75293775,-0.00348365,0.486133 µm.
54.56000000,0.01118248,-0.06649845,54.36943536,54.37078761,-0.00248708,0.486133 µm.
54.56000000,0.01118248,-0.06649845,54.36943536,54.37078761,-0.00248708,0.486133 µm.
55.18000000,0.06441787,-0.01720855,54.98785327,54.98863747,-0.00142610,0.486133 µm.
55.18000000,0.06441787,-0.01720855,54.98785327,54.98863747,-0.00142610,0.486133 µm.
55.80000000,0.11993466,0.03498176,55.60632119,55.60648733,-0.00029877,0.486133 µm.
55.80000000,0.11993466,0.03498176,55.60632119,55.60648733,-0.00029877,0.486133 µm.
56.42000000,0.17771768,0.09014500,56.22484143,56.22433719,0.00089684,0.486133 µm.
56.42000000,0.17771768,0.09014500,56.22484143,56.22433719,0.00089684,0.486133 µm.
57.04000000,0.23774631,0.14835454,56.84341637,56.84218704,0.00216270,0.486133 µm.
57.04000000,0.23774631,0.14835454,56.84341637,56.84218704,0.00216270,0.486133 µm.
57.66000000,0.29999418,0.20968463,57.46204842,57.46003690,0.00350073,0.486133 µm.
57.66000000,0.29999418,0.20968463,57.46204842,57.46003690,0.00350073,0.486133 µm.
58.28000000,0.36442874,0.27421045,58.08074006,58.07788676,0.00491288,0.486133 µm.
58.28000000,0.36442874,0.27421045,58.08074006,58.07788676,0.00491288,0.486133 µm.
58.90000000,0.43101097,0.34200812,58.69949379,58.69573662,0.00640109,0.486133 µm.
58.90000000,0.43101097,0.34200812,58.69949379,58.69573662,0.00640109,0.486133 µm.
59.52000000,0.49969493,0.41315475,59.31831217,59.31358648,0.00796729,0.486133 µm.
59.52000000,0.49969493,0.41315475,59.31831217,59.31358648,0.00796729,0.486133 µm.
60.14000000,0.57042737,0.48772844,59.93719777,59.93143634,0.00961336,0.486133 µm.
60.14000000,0.57042737,0.48772844,59.93719777,59.93143634,0.00961336,0.486133 µm.
60.76000000,0.64314725,0.56580834,60.55615322,60.54928620,0.01134121,0.486133 µm.
60.76000000,0.64314725,0.56580834,60.55615322,60.54928620,0.01134121,0.486133 µm.
61.38000000,0.71778535,0.64747467,61.17518117,61.16713606,0.01315266,0.486133 µm.
61.38000000,0.71778535,0.64747467,61.17518117,61.16713606,0.01315266,0.486133 µm.
62.00000000,0.79426369,0.73280873,61.79428428,61.78498592,0.01504954,0.486133 µm.
62.00000000,0.79426369,0.73280873,61.79428428,61.78498592,0.01504954,0.486133 µm.
0.00000000,0.33200151,0.33200151,0.00000000,0.00000000,0.00000000,0.587562 µm.
0.00000000,0.33200151,0.33200151,0.00000000,0.00000000,0.00000000,0.587562 µm.
0.62000000,0.33151218,0.33161113,0.61797384,0.61797387,-0.00000609,0.587562 µm.
0.62000000,0.33151218,0.33161113,0.61797384,0.61797387,-0.00000609,0.587562 µm.
1.24000000,0.33008964,0.33044061,1.23594745,1.23594775,-0.00002436,0.587562 µm.
1.24000000,0.33008964,0.33044061,1.23594745,1.23594775,-0.00002436,0.587562 µm.
1.86000000,0.32773639,0.32849172,1.85392061,1.85392162,-0.00005477,0.587562 µm.
1.86000000,0.32773639,0.32849172,1.85392061,1.85392162,-0.00005477,0.587562 µm.
