Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
13.23000000,-0.03377874,-0.05413562,13.29387752,13.23338332,0.45713330,0.486133 µm.
13.23000000,-0.03377874,-0.05413562,13.29387752,13.23338332,0.45713330,0.486133 µm.
13.44000000,-0.03257374,-0.05452987,13.50680051,13.44343703,0.47133393,0.486133 µm.
13.44000000,-0.03257374,-0.05452987,13.50680051,13.44343703,0.47133393,0.486133 µm.
13.65000000,-0.03125687,-0.05488819,13.71981000,13.65349073,0.48573127,0.486133 µm.
13.65000000,-0.03125687,-0.05488819,13.71981000,13.65349073,0.48573127,0.486133 µm.
13.86000000,-0.02982491,-0.05520865,13.93290708,13.86354443,0.50032409,0.486133 µm.
13.86000000,-0.02982491,-0.05520865,13.93290708,13.86354443,0.50032409,0.486133 µm.
14.07000000,-0.02827473,-0.05548930,14.14609281,14.07359814,0.51511116,0.486133 µm.
14.07000000,-0.02827473,-0.05548930,14.14609281,14.07359814,0.51511116,0.486133 µm.
14.28000000,-0.02660327,-0.05572815,14.35936822,14.28365184,0.53009122,0.486133 µm.
14.28000000,-0.02660327,-0.05572815,14.35936822,14.28365184,0.53009122,0.486133 µm.
14.49000000,-0.02480756,-0.05592319,14.57273436,14.49370554,0.54526303,0.486133 µm.
14.49000000,-0.02480756,-0.05592319,14.57273436,14.49370554,0.54526303,0.486133 µm.
14.70000000,-0.02288475,-0.05607242,14.78619224,14.70375925,0.56062532,0.486133 µm.
14.70000000,-0.02288475,-0.05607242,14.78619224,14.70375925,0.56062532,0.486133 µm.
14.91000000,-0.02083208,-0.05617379,14.99974288,14.91381295,0.57617680,0.486133 µm.
14.91000000,-0.02083208,-0.05617379,14.99974288,14.91381295,0.57617680,0.486133 µm.
15.12000000,-0.01864695,-0.05622522,15.21338727,15.12386665,0.59191620,0.486133 µm.
15.12000000,-0.01864695,-0.05622522,15.21338727,15.12386665,0.59191620,0.486133 µm.
15.33000000,-0.01632687,-0.05622465,15.42712640,15.33392036,0.60784223,0.486133 µm.
15.33000000,-0.01632687,-0.05622465,15.42712640,15.33392036,0.60784223,0.486133 µm.
15.54000000,-0.01386952,-0.05616998,15.64096124,15.54397406,0.62395358,0.486133 µm.
15.54000000,-0.01386952,-0.05616998,15.64096124,15.54397406,0.62395358,0.486133 µm.
15.75000000,-0.01127275,-0.05605908,15.85489276,15.75402776,0.64024897,0.486133 µm.
15.75000000,-0.01127275,-0.05605908,15.85489276,15.75402776,0.64024897,0.486133 µm.
15.96000000,-0.00853459,-0.05588984,16.06892191,15.96408147,0.65672708,0.486133 µm.
15.96000000,-0.00853459,-0.05588984,16.06892191,15.96408147,0.65672708,0.486133 µm.
16.17000000,-0.00565329,-0.05566010,16.28304963,16.17413517,0.67338661,0.486133 µm.
16.17000000,-0.00565329,-0.05566010,16.28304963,16.17413517,0.67338661,0.486133 µm.
16.38000000,-0.00262729,-0.05536772,16.49727685,16.38418887,0.69022625,0.486133 µm.
16.38000000,-0.00262729,-0.05536772,16.49727685,16.38418887,0.69022625,0.486133 µm.
16.59000000,0.00054469,-0.05501053,16.71160448,16.59424258,0.70724470,0.486133 µm.
16.59000000,0.00054469,-0.05501053,16.71160448,16.59424258,0.70724470,0.486133 µm.
16.80000000,0.00386371,-0.05458635,16.92603344,16.80429628,0.72444067,0.486133 µm.
16.80000000,0.00386371,-0.05458635,16.92603344,16.80429628,0.72444067,0.486133 µm.
17.01000000,0.00733053,-0.05409299,17.14056462,17.01434999,0.74181285,0.486133 µm.
17.01000000,0.00733053,-0.05409299,17.14056462,17.01434999,0.74181285,0.486133 µm.
17.22000000,0.01094561,-0.05352828,17.35519891,17.22440369,0.75935996,0.486133 µm.
17.22000000,0.01094561,-0.05352828,17.35519891,17.22440369,0.75935996,0.486133 µm.
17.43000000,0.01470906,-0.05289002,17.56993720,17.43445739,0.77708072,0.486133 µm.
17.43000000,0.01470906,-0.05289002,17.56993720,17.43445739,0.77708072,0.486133 µm.
17.64000000,0.01862068,-0.05217601,17.78478035,17.64451110,0.79497386,0.486133 µm.
17.64000000,0.01862068,-0.05217601,17.78478035,17.64451110,0.79497386,0.486133 µm.
17.85000000,0.02267985,-0.05138407,17.99972922,17.85456480,0.81303814,0.486133 µm.
17.85000000,0.02267985,-0.05138407,17.99972922,17.85456480,0.81303814,0.486133 µm.
18.06000000,0.02688557,-0.05051200,18.21478467,18.06461850,0.83127231,0.486133 µm.
18.06000000,0.02688557,-0.05051200,18.21478467,18.06461850,0.83127231,0.486133 µm.
18.27000000,0.03123637,-0.04955762,18.42994756,18.27467221,0.84967516,0.486133 µm.
18.27000000,0.03123637,-0.04955762,18.42994756,18.27467221,0.84967516,0.486133 µm.
18.48000000,0.03573034,-0.04851876,18.64521871,18.48472591,0.86824551,0.486133 µm.
18.48000000,0.03573034,-0.04851876,18.64521871,18.48472591,0.86824551,0.486133 µm.
18.69000000,0.04036503,-0.04739324,18.86059898,18.69477961,0.88698217,0.486133 µm.
18.69000000,0.04036503,-0.04739324,18.86059898,18.69477961,0.88698217,0.486133 µm.
18.90000000,0.04513747,-0.04617892,19.07608918,18.90483332,0.90588402,0.486133 µm.
18.90000000,0.04513747,-0.04617892,19.07608918,18.90483332,0.90588402,0.486133 µm.
19.11000000,0.05004410,-0.04487367,19.29169016,19.11488702,0.92494994,0.486133 µm.
19.11000000,0.05004410,-0.04487367,19.29169016,19.11488702,0.92494994,0.486133 µm.
19.32000000,0.05508073,-0.04347537,19.50740273,19.32494072,0.94417888,0.486133 µm.
19.32000000,0.05508073,-0.04347537,19.50740273,19.32494072,0.94417888,0.486133 µm.
19.53000000,0.06024250,-0.04198193,19.72322773,19.53499443,0.96356980,0.486133 µm.
19.53000000,0.06024250,-0.04198193,19.72322773,19.53499443,0.96356980,0.486133 µm.
19.74000000,0.06552383,-0.04039129,19.93916599,19.74504813,0.98312173,0.486133 µm.
19.74000000,0.06552383,-0.04039129,19.93916599,19.74504813,0.98312173,0.486133 µm.
19.95000000,0.07091839,-0.03870144,20.15521833,19.95510183,1.00283373,0.486133 µm.
19.95000000,0.07091839,-0.03870144,20.15521833,19.95510183,1.00283373,0.486133 µm.
20.16000000,0.07641901,-0.03691037,20.37138558,20.16515554,1.02270492,0.486133 µm.
20.16000000,0.07641901,-0.03691037,20.37138558,20.16515554,1.02270492,0.486133 µm.
20.37000000,0.08201765,-0.03501614,20.58766858,20.37520924,1.04273449,0.486133 µm.
20.37000000,0.08201765,-0.03501614,20.58766858,20.37520924,1.04273449,0.486133 µm.
20.58000000,0.08770533,-0.03301685,20.80406817,20.58526295,1.06292170,0.486133 µm.
20.58000000,0.08770533,-0.03301685,20.80406817,20.58526295,1.06292170,0.486133 µm.
20.79000000,0.09347206,-0.03091066,21.02058521,20.79531665,1.08326586,0.486133 µm.
20.79000000,0.09347206,-0.03091066,21.02058521,20.79531665,1.08326586,0.486133 µm.
21.00000000,0.09930678,-0.02869576,21.23722057,21.00537035,1.10376637,0.486133 µm.
21.00000000,0.09930678,-0.02869576,21.23722057,21.00537035,1.10376637,0.486133 µm.
0.00000000,0.02566324,0.02566324,0.00000000,0.00000000,0.00000000,0.587562 µm.
0.00000000,0.02566324,0.02566324,0.00000000,0.00000000,0.00000000,0.587562 µm.
0.21000000,0.02563256,0.02564358,0.20993994,0.20993968,0.00012391,0.587562 µm.
0.21000000,0.02563256,0.02564358,0.20993994,0.20993968,0.00012391,0.587562 µm.
0.42000000,0.02553465,0.02558458,0.41988143,0.41987935,0.00049559,0.587562 µm.
0.42000000,0.02553465,0.02558458,0.41988143,0.41987935,0.00049559,0.587562 µm.
0.63000000,0.02536961,0.02548631,0.62982605,0.62981903,0.00111504,0.587562 µm.
0.63000000,0.02536961,0.02548631,0.62982605,0.62981903,0.00111504,0.587562 µm.
0.84000000,0.02513766,0.02534884,0.83977535,0.83975871,0.00198220,0.587562 µm.
0.84000000,0.02513766,0.02534884,0.83977535,0.83975871,0.00198220,0.587562 µm.
1.05000000,0.02483906,0.02517226,1.04973089,1.04969838,0.00309702,0.587562 µm.
1.05000000,0.02483906,0.02517226,1.04973089,1.04969838,0.00309702,0.587562 µm.
1.26000000,0.02447419,0.02495672,1.25969423,1.25963806,0.00445941,0.587562 µm.
1.26000000,0.02447419,0.02495672,1.25969423,1.25963806,0.00445941,0.587562 µm.
1.47000000,0.02404348,0.02470237,1.46966693,1.46957774,0.00606928,0.587562 µm.
1.47000000,0.02404348,0.02470237,1.46966693,1.46957774,0.00606928,0.587562 µm.
1.68000000,0.02354745,0.02440941,1.67965054,1.67951741,0.00792650,0.587562 µm.
1.68000000,0.02354745,0.02440941,1.67965054,1.67951741,0.00792650,0.587562 µm.
1.89000000,0.02298671,0.02407806,1.88964662,1.88945709,0.01003096,0.587562 µm.
1.89000000,0.02298671,0.02407806,1.88964662,1.88945709,0.01003096,0.587562 µm.
